新聞標題,是否適宜觀看
金門烏坵鄉代表會主席傳遭罷免？ 縣府：此事還有疑慮,1
境外萊姆病 關節痛倦怠美籍男確診,1
Jolin色彩繽紛迎新年　PUMA推新款復古系列,1
新北元旦29區同步升旗 板橋主場送2021個文青帆布袋,1
【影評】《腿》　愛你就是缺一不可,1
蔡政府對入侵美國會案靜默 馬辦：不怕拜登誤會?,1
苗栗北橫公路通車 市區往南庄更近了!,1
賀軍翔邵雨薇「神仙戀」修成正果　迎來超甜浪漫沙發吻,1
楊祐寧欠債遭丟海鞭炮轟炸 畫面曝光,0
深耕歌仔戲教育 孫翠鳳要教到起不來為止,1
台幣強升！出口導向企業「月賠70萬」 憂倒閉潮,1
新年度屏東果品外銷 佳冬200公斤蓮霧將空運香港,1
台師大研發糖尿病偵測儀 在家一吹就能掌握病情,1
影／國道發生追撞僅6秒 民營拖吊車警笛神奇響起1分多鐘就出現,1
女兒帳戶存千萬操作股票 老婦拒繳贈與稅遭管收,1
新竹女8年生4胎棄養 摔癱大女兒,0
再增7例境外移入！4例為俄國表演人員,1
【每日塔羅】健康擺第一　2021年要注意哪一方面的健康問題,1
疑不當管教22歲志願役成植物人　空軍稱「無疏失」家屬怒,1
跨年寒流農損高達2439萬元 虱目魚最慘,1
新北展望2021 侯友宜：鏈結國際發展庶民經濟,1
申請來台居留創新高 林飛帆：公私協力強化援港,1
苗栗公館11.8度 創入冬最低溫,1
核酸檢測到府服務 阿里健康首推北京、上海等9城市,1
NFL／季後賽席次確立 14隊爭奪超級盃,1
川普施壓喬州計票疑雲 保守派媒體打臉華郵,1
【鴻海研究院揭牌2】靠研究院拚10%毛利率　劉揚偉：預算沒上限,1
前政府小編單挑唐鳳 「爆料圖卡要有憤怒值、供政黨用」,1
全台首創媽祖「空中遶境」　虎航推道士登機誦經2小時,1
總統訪視國防部大直幼園,1
如何幫助香港情勢？林飛帆：台灣須公私協力,1
【國會大暴動】國會大廈遭闖議員急撤離　警方發現爆裂物當場引爆,1
男子自封「中國鴨王」　入室洗劫美魔女3000萬元畫面曝光,0
彩色口罩恐致癌 經濟部要查了,1
富邦金併購日盛金 符合金管會「敵意併購4大條件」,1
中國擬推國家統一法？ 國台辦：統一大勢所趨，必然實現,1
陳勢安推出新單曲〈心之所往〉　坦言壓力大得憂鬱症,1
教育部次長訪視營養午餐 竹市今年食材獎勵金漲1倍,1
女友送「天價PS5」當生日驚喜 網嘆：貴了近兩倍價,1
白冰冰新竹跨年hold全場 吳怡霈樂當花瓶,1
退休沒2個月「南科威哥」病逝,1
婚後開房恩愛 夫妻曾把床玩壞,0
HomePod mini開箱！跟蘋果差不多大的智慧音響 廣播、接力播放音樂都難不倒它,1
周蕙尋根「破戒」太滿足　新年許願環島旅行,1
黃少祺「50歲大肌肌」太猛登PTT表特版！ 被意淫：男生都想幫他O,0
NBA／哈里斯延續單周最佳氣勢 76人捕蜂樂收4連勝,1
邱偲琹遭渣男友「黑特」　驚傳送療養院養病原因曝光,1
日男談約會禁忌「現在去玩吧」是死罪 女生讚：終於有人懂了！,1
周湯豪去吃飯發現錢帶不夠！ 結局神展開…無奈：差點被抓走,1
民進黨團罕見重懲　3跑票綠委停權3年並移送中評會,1
外送員強拉少女家門　隔門觸摸下體被判刑,0
李國毅《廢財》騎黑馬出場　李亦捷不捧場直呼：不真實,1
桃園升格直轄市六週年 舉辦特展展市政成績,1
台南東門城圓環去年高達92件A2事故 7日動工調整標線,1
【人妻衰遇狼密醫】人夫控妻子遭設局揉胸　色狼密醫藏豪宅看診直擊,0
NBA／厄文、杜蘭特關鍵時刻輪流打鐵 名嘴轟：WTF,1
滿額送小華堡、套餐6折！漢堡王2款「三重奏漢堡」登場,1
【偷情人妻長官罩1】送蒂芬妮耳環竟丟垃圾筒　人妻出軌3徵兆她都有,0
曾重灌電腦滅證！27歲男恐嚇血染跨年夜 遭聲押禁見,0
林書豪弟簽名照慘遭友打槍 林書緯Cos《鬼滅之刃》真帥慘了,1
影／飼主驚見寵物「生靈活祭」嚇秒關門 網笑：什麼儀式我也要參加,1
新／台股開盤小漲！台積電守530元,1
怕吃到萊豬！網友自製「台灣豬標章地圖」 結合導航操作方便,1
賽事心得／台北馬拉松 邁入名為「中年」的人生下半,1
希望讓孩子喝到熱牛奶...身心障礙女苦養上下兩代令人動容,1
台新銀行贊助高球女將再傳捷報,1
紅色花紋管身更性感 開賣4天就缺貨！Gucci農曆新年絲緞唇膏超限量上市,1
粉紅村姑鄭秀文種菜　蝴蝶陪伴網暖回「是爸爸與Lucky」,1
焦糖楓串燒漢方無烟撒粉-大安區美食推薦,1
台南「世界蛇王」病逝農場無人接手　上百毒蛇猛獸將轉送,1
首發Snapdragon 888的小米11揭曉！1月1日首賣 55W快充、1億800萬畫素廣角鏡頭,1
台南女國中生泣訴遭叔公非禮 陰影籠罩5年走不出來,0
「洲美三王宮」舉辦感恩餐會　歲末送暖關懷長者,1
恒大推出商鋪「0元購」 每年10%返還購房款,1
《工作細胞》將迎完結篇 最終回敵人是「武漢肺炎」,1
請假808天領364萬薪　工人被炒怒告汽車名廠判決出爐,1
全民抗萊豬有效！好市多賣豬腳也標示不含萊克多巴胺,1
台幣升值力道煞不住 王美花：現在屬於「弱美元」態勢,1
【正式簽約】6架全新加12架二手 希臘支付23億歐元採購疾風戰機,1
【國會大暴動】兩黨均喊譴責暴力　前司法部長批暴動「令人髮指和卑鄙」,1
教育部：台灣開放和歡迎境外生 方向並未改變,1
蘋果傳iCloud照片備份丟失爭議 網友大戰：哪家雲端才可靠？,1
美豬進口便當店公告「使用國產豬漲10元」網轟：惡意漲價,1
怕本土感染！印度船員入境2個月確診 急追感染源,1
當AIT處長酈英傑面 盧秀燕提台灣民意拒萊豬,1
顏聖冠登記參選綠北市主委　吳怡農今拜會薛凌,1
聖誕節怎麼過？…川普視訊美軍 拜登自宅簡單過,1
林口顧客和外送員起衝突 兩人刀槍相見釀一傷,0
印地安人隊走入歷史 運動場的原住民元素面臨存亡,1
鴻海股價創3年多新高 郭董持股市值達1402億元,1
【Yahoo論壇】用公投重新守護民主與食安,1
女教唆男友當街弒母 判15年6月定讞,0
海豚致命皮膚病變殃及全身70%面積 研究指跟氣候變遷有關,1
醫師反萊豬遭查水表？　警澄清：遭告發不實通知到案,1
台師大每學期擬縮短為16周 7成管院生支持,1
半導體設備一哥應材加碼併購日廠 出價一口氣拉高59%,1
點破綠營陰招遭批「危言聳聽」前藍委曝蘇貞昌話中玄機,1
全球首例！英國9歲女童遭判死於「空氣汙染」,1
台61線這支去年取締7928件 蟬連測速桿王,1
他建議砍掉廢課、升旗 一天改上6節課讓網友力挺,1
神測911恐攻　星象大師離世前預言「2021六大災難」,1
世界先進去年營收突破331億元 創新高,1
唱跨年對嘴遭抓包網酸「真好賺」  應采兒認假唱不忘拉老公下水,1
幫母辦壽宴「每人收1000」惹議　杏仁哥：關你什麼事,1
【全文】替賴英里找隨扈　李世聰涉挪慈善基金供太太刷卡,1
頂級奢華新享受 超跑藝術家具進駐台中,1
減肥期間能不能吃白飯？型男中醫師曝「這一關鍵」,1
立院加開臨時會　蘇揆分6梯次與綠委餐敘,1
防春節找無檢疫房！集中檢疫所開放使用每天2千元 1/8起登記,1
韓國單日確診連3天破千例 警告商家別規避關門令,1
電動車充電竟起火 惡火吞噬2民宅翁40%灼傷,1
美駐聯大使克拉夫特13日訪台　將會晤我高階官員,1
盜PTT帳號恐嚇「血染全台」 高雄男日本IP貼文被捕,0
中職／獅隊教練團微調 新聘外籍打教協助一、二軍,1
同業發護航文挺台中鴨肉店 再嗆外送員4大罪狀：只會出一張嘴,1
中國首款武肺疫苗批准上市　「全民免費施打」,1
全聯6折商品這樣買才對！ 網大推「最佳搶購攻略」,1
台南溪北唯一兒童專屬圖書館整修重開張 黃偉哲說故事,1
Facebook批評蘋果提高應用程式追蹤透明度 EFF：行為可笑,1
剩食善循環╱ 莊敬高職鶯歌國中攜手開發鶯莊系列產品,1
潮牌「極度乾燥」過氣了？ 網友分析缺點：被當成盤子,1
韓法院判應賠慰安婦每人1億韓元　日本：無法接受,1
中職／周思齊破梗新隊長王威晨 「在他身上看到犧牲」,1
梁云菲挑戰鋼管舞展現性感身材　跳完癱軟在地「胸」湧起伏,0
PLG／林志傑全能秀 富邦開季4連勝,1
高市府與慈濟簽「合作備忘錄」 四大面向打造幸福城市,1
12歲兒生日！杜拜媽952萬買這台,1
生菜自己在家種  做出「嫩葉蘋果沙拉」！,1
獨／臺北馬拉松APP爆預設語是「簡體」 議員酸：連到大陸網站,1
Snapdragon 678 是已經有兩年歷史的 S675 的小升級版,1
平安夜見外送員一個貼心動作 萬人點讚：溫暖又負責,1
紐交所取消三大電信下市 陸：反映制度隨意和不確定,1
影／幼童突衝馬路遭大人一掌打趴在地 網嚇傻：拜託顧好,0
特斯拉去年大漲七倍 哪些個股大吞商機？,1
中官媒轟「保釋期間亂港誰來負責？」　法官揭黎智英保釋原因,1
【迷蹤四十天】男子中橫失蹤40天姊喊警瀆職　路人打獵驚見他躲在山洞裡,1
【影評】《85年的夏天》　在我的墳上跳舞，然後呢？,1
《工作細胞》將迎完結篇　最終回敵人是「武漢肺炎」,1
草莓季登場！醋飯、天婦羅、甜點、冰沙都有它,1
拍出跨性別者真實故事　《午夜天鵝》日本熱賣1.8億,1
男台大畢業年薪百萬　買不起台北蛋黃區房女友吵分手,1
陸回應美候任國安顧問言論：中美正處新十字路口,1
太陽開季強勢進擊 雙星之外綠葉表現更驚奇,1
跨年恐有寒流襲台！吳德榮：北台灣低溫10度以下,1
吳映潔頂寒流跨年辣唱高雄　笑靠「幻想」散發舞台魅力,1
華爾街日報：習近平對外強勢 歐洲也側目,1
港府大捉捕逾50人遭拘　參與公民行動被控顛覆國家政權,1
朴子國中「聖誕傳愛」 接納不同聲音,1
澎湖野生紫菜產量品質佳 400民眾登島樂採收,1
燦邁合體咬耳朵 賴鄭王不見王,1
中橫失蹤男慘了！擅闖管制站撞人恐涉3刑責,1
【直銷神壇詐信徒2】誆信徒祖先遭禁錮　想輪迴得靠子孫狂找下線拚業績,1
美駐聯大使下週來訪　指揮中心：比照衛生部長訪台規格,1
馬力歐自曝當助理「不會開車」　反被天王載去吃滷肉飯,1
高捷凱旋站小黃火燒車　火勢撲滅駕駛已身亡,1
認證文件顯示Galaxy S21 Ultra將加入S Pen手寫應用功能,1
小兄妹沒錢買蛋糕！他暖心幫結帳 真相曝光讓人「拳頭硬了」,1
陽管處不認圍網導致牛群死亡　游錫堃：同情但確有過失,1
韓國化學船遭伊朗扣押 首爾要求德黑蘭即刻釋放,1
老闆慘遭員工惡整！飲料拉一整天,1
【今晚最新】倫敦航班採檢18人明出爐　4人過去14天有症狀,1
iOS 14.3版本加入ProRAW選項 新北耶誕城實際拍攝體驗,1
審「12港人偷渡案」遭酸「秘密審訊」 中國澄清:我們是法治國家,1
可口可樂能用新疆糖？拜登聯歐抗中第一道考題,1
不爽被外送大姐叫阿姨 34歲女嗆「小心負評」反遭網批,1
獨／違停遭2車夾擊 她「巴庫」10次脫困,1
影／大逆轉！熊貓外送員竟帶槍送餐 釀衝突被刺殺,0
控遭「食品國安法」對付　蘇偉碩赴監院向陳菊聲請人權保護,1
保三員警遭陸女友控性侵不起訴 他認了偷查婚姻狀態,0
國民黨中央超前部署苗栗縣長選舉？  議會議長：沒聽說,1
微風線上精品開賣Jaguar跑車「蘇連多黃」全台限量一台,1
國軍調整作戰構想 蘇紫雲：彈藥先於載台已超前部署,1
【Reuters】拜登不妨把「操縱匯率」標籤 當成川普給的禮物,1
【超跑達人吸金魔】林俊傑、黑人都成他詐騙工具　超跑達人交保後繼續騙,1
審「12港人偷渡案」遭酸「秘密審訊」 中國澄清:我們是法治國家,1
大三畢業她拉長戰線 律師考第二司法官二試也過關,1
陽台散步被「冰封」 寵物龜竟凍成一大塊冰,1
控制環境汙染 上海將設立碳排放權交易系統,1
推「人心回歸」 陸擬在港建副部級「文化央企」,1
近二千億元資金回流高雄投資 亞灣區豪宅市場增溫,1
這5個星座受盡委屈也不想說！雙子、射手竟然上榜...,1
等熱水時要做什麼？她曝洗澡癖好 釣出許多同好：我也會,1
2020年Google搜尋排行出爐 查詢「新冠病毒」次數最多,1
標榜最有溫度伴手禮  宜蘭岳明國小種米義賣幫偏鄉募書,1
小鬼走3個月 峮峮4字填空惹淚,1
陸疫苗接種後又集體染疫？ 美媒：中國急封消息,1
世衛籲公眾注意 發現多種冒世衛名義詐騙手法,1
相伴20年的二胡被丟回收場 國樂女老師感謝警察協尋,1
台南第6位！議員蔡育輝涉詐助理費 8萬交保,1
玩到黑幫老大孫女　男子遭祭「江湖追殺令」被逮,0
「少女時代」孝淵來台跨年隔離中　黃偉哲：為她準備台南美食,1
否認毒殺政敵納瓦尼 普欽：想殺他「任務早完成」,0
女子租屋處遭「沿冷氣管線」裝針孔監視器 還有天線同步傳輸,1
綁票風雲3／遭綁獲釋16天趕赴金門大橋 拉白布條抗議高公局,1
住宅地震險保額提高至1000億元 明年4/1生效,1
刷手機也可搭客運！今起5路線試辦 搭乘優惠最高免費,1
遏制變種病毒蔓延 強生宣布英國封城,1
英24小時刷新紀錄 變種病毒攻美,1
行動支付公車先導 五條路線試營運,1
老師家裡沒書櫃 洪蘭驚：大腦喜歡紙本書 非電子書能取代,1
中國想加入CPTPP 日相菅義偉：很難,1
港警大肆拘捕泛民派 民進黨：對中共感到最大憤怒,1
戴口罩也認得！英國「鷹眼警察」過不不忘 8年逮捕2100名嫌犯,1
【等不到的病床】看護也不願接 在急診室陪病是家屬最苦回憶,1
「萬一爬上樓怎辦」？ 入民宅行竊屋主驚 警鎖定賊追查,1
館長也不想努力了？搞笑徵乾媽網狂吐槽,1
足球／孫興慜熱刺踢進百球 歸功虎父魔鬼訓練,1
勞動基金炒股弊案受質疑 台北政經學院自清：成為最美的人文風景,1
川普喊話沒用 傳彭斯給軟釘子：無權改變結果,1
台中環保局長陳宏益真除 處事明快藍綠議員肯定,1
李遠哲稱「糖也是毒」護萊豬　黃暐瀚反嗆：但糖有標示,1
川粉就在門外！台裔眾議員躲密室5小時 期間還道別家人,1
進女校體驗實習家庭課 侯友宜：家事不只是女生的事,1
【球星不雅片內幕1】「握核彈頭炸翻籃壇」　主嫌劉維霖恐嚇內容全曝光,0
政治氣氛轉變 香港專業人才考慮移民大增,1
吃無菜單套餐花7k被嫌貴！主廚：有加點5款飲料、外帶2瓶酒,1
灌醉女同志性侵噁問「喜歡嗎」？　肉羹店老闆遭重判再賠60萬,0
影／舞獅隊成員多家境清寒 負傷不放棄全國賽奪五冠王,1
「每天談美豬很不可思議」　李遠哲：萊豬在安全標準內沒問題,1
【本週新片】一年半沒看超級英雄片　大家都在等《神力女超人1984》,1
造橋鄉事業廢棄物掩埋場試運轉 劉政鴻聲援抗爭嗆縣府,1
小農友善食材變精致國宴料理 生態廚師能讓美食說故事,1
疫情年送禮圍爐需求看漲 四大百貨春節禮品、年菜陣容,1
10名港人涉非法越境案被判囚七個月到三年 兩名未成年被告不被起訴,1
家長不爽就灌爆首長臉書 官員扛不住「先懲處再銷過」,1
卸任前再出招　川普下令禁用支付寶等8款中國支付App,1
【快訊】屏東驚傳輕航機失聯　2人失蹤不排除墜機,1
時代的眼淚！Facebook農場遊戲「FarmVille」走入歷史,1
BLACKPINK Lisa秀潮表 被貓搶鏡 Gray撞臉蔡凡熙,1
搭乘金門公車、船舶icash嘛欸通,1
【學測必備時事焦點5】美國抗議四起：了解George Floyd事件始末,1
黑歷史遭起底　高雄醫美貴婦怒：不要傷口撒鹽,1
新增6境外移入病例 分自菲律賓、印尼入境,1
護國舞小姐近況曝光　曾在勞工局約聘「月領2萬多」,1
快新聞／桃園旭富藥廠爆炸起火！ 外籍員工90%三度灼傷命危,1
推動新北棒運 禾聯企業贊助冠名,1
名主播未成年女兒賣淫　清純妹變紅牌哭訴「爸媽早不管死活」,0
【司法高官捲醜聞4】富商挨告法律顧問群赫見法官　他至今仍位居司法高層,1
陽明交通大學合併將拆校銜名牌！學生：簡稱「陽交大」很難聽,1
美田納西州耶誕節驚傳爆炸3人輕傷　現場發現屍塊,0
名店慘遭男童「擅自亂挖冰」 父母一毛不賠：去吃自助餐都是自己挖,1
大巨蛋維護成本增加遠雄索國賠6千萬 北市盼駁回,1
教育部擬放寬港澳高中生來台限制 私中樂見其成,1
小綠人轉圈圈...有人懷念msn嗎？網：「登登登」那是青春啊,1
恐怖！她睡覺咬傷舌頭「兩週發黑糜爛」　醫曝驚悚內幕,0
聖誕節怎麼過？…川普視訊美軍 拜登自宅簡單過,1
19歲女兒廁所產子掉馬桶　父以為死胎丟河中下場出爐,0
任達華滿臉白鬍「老到認不出」,1
亞廣地板真心推薦－複合超耐磨木地板的好處,1
圍籬才是擎天崗牛死因？　議員控陽管處模糊焦點,1
防疫「天網」引發爭議　柯文哲：政府不該迴避檢視,1
疑手機充電爆炸　小黃運將逃生不及陷火海喪命,1
動力火車回憶耶誕交換禮物　他送「磚頭」讓人傻眼,1
早餐店急尋女客人！點奶茶卻帶走滷汁 網爆笑：感覺好喝,1
寶佳爭議燒向政經學院 清大：始終堅持學術獨立自主,1
建立信心 美副總統公開接種COVID-19疫苗,1
北台灣基隆購屋最輕鬆 上班族1/3收入付房貸還有找！,1
《天之驕女》票選台劇「天菜男星」　黃少祺眾望所歸王品澔成黑馬,1
首都圈緊急狀態＋單日確診破7千　菅義偉：辦奧運決心不變,1
最高50萬！勞動部新增補助企業辦中高齡退休準備課程,1
認證文件顯示Galaxy S21 Ultra將加入S Pen手寫應用功能,1
疑流感引發肺炎　53歲高雄黑豹特勤之光「顏教官」病逝,1
【星爸媽叫囂護女1】愛女頭號粉絲　陶晶瑩李李仁存千萬留美教育基金,1
Elon Musk：過去曾試圖將Tesla轉賣給蘋果 但未能獲得青睞,1
陸現H5N6、H9N2！4省份警示,1
顧客體驗最重要！Costco成長6% 因為熱狗沒漲價,1
拜登批川普疫苗進度慢 賀錦麗種疫苗增強民眾信心,1
【一劍浣春秋】一樣是造假、為什麼暗黑界對這兩者態度大不同？,1
男開車拒檢衝撞他車逃逸 永和警開5槍示警,1
不只高美濕地 台中市府推薦海線美景打卡之旅,1
中職／劉玠廷即將「下車」 誰接猿隊領隊待公布,1
台中一中學生拒讓座遭毆　阿伯怒嗆「敗類」報警秒逃下車,1
頭條揭密》情況不妙！變異病毒增速快70％ 專家拆解對策,1
【白目中執委4】挺蘇震清大將爭議不斷　他曾捲入性侵疑雲,1
共機再擾 我驅離、追監,1
「每10分鐘1人染疫亡」　洛杉磯急診醫護：急救沒用就別送醫,1
玩美移動獨步全球 推出全新「玩美 Video」App,1
【乾爹吸光直播主1】「單純想當朋友」　他3招就讓直播主淪陷變老婆,1
土豪式迎親！直升機每小時收費近9萬 機身字樣被質疑公器私用,1
拜登上任前中國搶占外交先機 美國遏中面臨困難,1
台北市首處污染整治場址 環保署公告解除列管,1
日本將全面鎖國？　傳政府考慮全面暫停外籍人士入境,1
【畸戀殺人綁下體4】家屬質疑死者遭作法　民俗專家：綁下體無法拘魂,0
兔女郎動漫展當眾「玩體位」影片流出,0
白文鳥仰躺「煮沸熱水」被瘋傳,1
郁菁2度抓包前夫外遇　曝愛子心靈受創揪自殘,0
用眼神發求救訊號！ 新研究：袋鼠會和人類溝通,1
警破南化白骨案…燒紙錢浮現人臉答謝,0
中職／爭冠強調球員態度 林威助接兄弟教頭想突破,1
韓網漫市場超過270億　每年超過20部漫改劇問世,1
新北耶誕攝影賽 最大獎電動車,1
寒流來志工送衣帽給街友 連送5天看到城巿裡的心酸,1
會考生活英語／【節慶篇】  聖誕晚餐,1
誆神明轉世報明牌 女詐鄰162萬遭訴,1
影／疫情衝擊！東京新春第一鮪拍賣 價格僅約去年一成,1
【撇大S開新店】金曲歌王晉升餐飲大亨　高級日料每人6千元訂不到,1
遭夫推下懸崖奇蹟生還 女流產堅相信愛情：我少了點運氣,1
寒流凍傷虱目魚 為何漁民不願申請補助他這麼說…,1
北市女健身突昏迷倒地搶救2小時仍不治　24歲女教練目擊全程嚇傻,1
寶佳創辦人捐30億不單純？台北政經學院基金會駁是誤解,1
他聖誕禮物送「木魚」怕被揍 網一看造型狂敲碗,1
俄舞團22時離台 北市府送「這個」,1
影／經費到位！迎接沙崙綠能科學城 台南建全雙語學校,1
收留同鄉的女兒借住竟亂來11次 還辯稱是女友下場曝光,0
NBA／曾一度面臨截肢危機 沃爾735天復健終回場上,1
《30歲處男》結局倒數惹哭姨母　黑澤「愛妻便當」埋哏引讚嘆,1
共餐也沒事台人有神功護體？ 網點4大超成功防疫政策,1
萊豬表決跑票被停權 3綠委回應尊重接受,1
寒流接續報到 荖葉價漲卻不見農民笑顏,1
數位帳戶揮刀 高利不再人人有獎,1
人行道「溫柔的抗議」隔天遭塗掉　名導嘆：沒幽默感,1
嘉市推國際教育2.0 精忠國小培訓全市教師,1
整理冰箱見「紅色結晶」他困擾求助 內行曝超糗真相,1
繼續跟進美禁令！ 富時羅素將再刪中芯國際等3陸企,1
自爆飲料店被「藝人」白喝1年　丫頭無奈：根本不熟,1
建中生辦國中探究實作體驗營 30名額湧250家長搶幫報名,1
高雄暗夜火警 患思覺失調男子燒成焦屍,0
賽事心得／台北馬拉松 邁入名為「中年」的人生下半,1
87歲林沖抗癌成功主動脈瘤又找上門　樂觀面對還想再開演唱會,1
車禍現場捕捉真理褲辣妹 網鼻血狂流：氣消了,1
女在網路公開抱怨男友4萬元求婚戒太廉價 連朋友都看不下去,1
大學商管學院最難科目是微積分？ 網爆「這科才真正讓你想哭」,1
中國武漢疫苗爆73種副作用 　「世界上最不安全 」示警文遭下架,1
安心亞辣翻高雄跨年　露屁股蛋秀「穿高叉一字馬」,0
2021性別圖像／性平居亞洲之冠 職業性別隔離現象仍存,1
「美人魚」遭獵殺 牙齒被拔陳屍海灘,0
太太不給看A片跟長輩告狀！小姨子批「塑博士」變態姊夫下場曝,0
醫師疑遭不肖人士網路攻擊 竟被勒索10幾萬洗負評,1
垃圾自己帶下山很難嗎？運動國手攀繩幫看煙火遊客撿垃圾,1
手搖飲含糖標示新上路 食藥署：看得清楚就可以,1
找一個比你龜毛的店家來幫你顧車,1
綠委遭緊盯 陳吉仲：開放萊豬是正面,1
高雄林園區B、C肝篩檢動起來，保肝顧健康逗陣來,1
曾參與製作「我不是藥神」 北京文化涉財報不實遭查,1
蘇澳漁船駕駛艙損毀10人生死不明 搜救人員擬登船確認,1
《真愛鄰距離》艾蜜莉在愛爾蘭？知名女星深陷三角戀 紐約愛爾蘭兩地跑,1
歌手許書豪推新作 創作到宣傳一手包辦,1
考試院：110年初等考試 增列需用名額91人,1
汰舊減稅車齡 擬拉長逾10年,1
HBL／永仁迎連勝 普門連吞2敗,1
渣男老公狂約砲染性病　妻子發文慶幸「好險沒碰我」,0
張震狂減12公斤緝拿殺人犯　餐餐吞沙拉搞到上吐下瀉,1
台菜最具代表性是哪一道？ 網推這盤：這是基本功,1
美通過國防授權法 大陸國防部：粗暴干涉中國內政,1
姨母今晚不用睡了！　《30歲處男》結局倒數黑澤搭肩安達發糖,1
里昂上修國巨、台燿目標價 至575元、160元,1
北市防疫旅館有保險套包裝 莊人祥：北市已介入調查,0
大陸台胞新冠疫苗免費接種 廈門、福州先行,1
國防師資有多缺？教育部：以教甄開缺為準,1
壓力反增？ 高中家長：成績沒達標，學習歷程再好也沒用,1
【國會大暴動】秩序恢復重啟點票　彭斯喊話暴徒：你們沒有贏,1
女打蚊子發現「黑點」租屋處遭藏針孔攝影機,0
婆婆為財產提出「過繼兒子給大嫂」 媳怒PO文狂罵太自私,1
澎湖傳落水 七旬嬤被救起時無呼吸心跳,1
樹林高中學生段考中偷拿手機看答案 LINE群組內還分三類別,1
紅色花紋管身更性感 開賣4天就缺貨！Gucci農曆新年絲緞唇膏超限量上市,1
【離譜原民會2】辦活動酒醉毆民、上班開喝彈吉他　高官行徑超囂張,1
支持熊貓外送員提告嗆人鴨肉店員 486先生：有需要可聯繫我,1
遭嫌送餐太慢爆口角　外送員亮槍恐嚇反遭刺傷,0
美國疫情慘股價飆！白領階級大把存款掩蓋了巨大危機,1
英國經歷1645天完成脫歐貿易協議　強生推特上嗨翻,1
LINE耶誕限定特效又來了！虛擬人像、表情圖示都有驚喜,1
陽明交通大學合併將拆校銜名牌！學生：簡稱「陽交大」很難聽,1
讀電資出路、薪水勝醫牙？ 網友不認同：看續航力,1
她訂飲料備註「少珍珠」收到店員暖心字條一看尷尬了！,1
【今日精摘】「豬肉儀表板」今上線／新增3例境外移入,1
【新冠肺炎/不斷更新】台灣增7境外移入 俄羅斯芭蕾舞團4人確診,1
中國暫停陸生赴台升讀 台境外生人數略減,1
這研習吸引全台五分之一國中小師參與 連潘文忠都吃驚,1
賽事心得／台北馬拉松 我跑大數據靠演算法破PB,1
美單日逾27萬7000人確診 再創紀錄,1
眼部病變不可逆 糖尿病患者失明機率是一般人的25倍,1
可憐橘貓雪地敲窗求救　獲好心人救援收編,1
防疫旅館一房難求 觀光局：近期增一千房間上線,1
鴨肉店高調改推「吳柏毅」？　UberEats回應了,1
高市議會定期會閉幕 總預算待臨時會再議,1
全球最火紅的小汽車品牌 TOMICA為何如此受歡迎？,1
新北市元旦送文青袋 基隆市口罩保庇平安,1
靜宜大學行雲者小兵立大功  師生邊學還可接案賺入300萬,1
為《七十三變》澎湖演出 游安順5歲兒愛上孫悟空,1
【獨家】【勒褲帶度日】市場肉販旁開唱　疫情天候害李炳輝收入銳減,1
南非變種病毒也會做定序！不論國家、Ct值少於27檢驗,1
哪樣早餐能看出老闆實力？ 網揭必點神餐：技術很重要,1
美髮師偷情人夫　手機錄音定位洩姦情,0
升勢煞不住？新台幣早盤升逾4角觸及28.02元,1
健保將開放350萬筆死者資料 學者籲建立適法性基礎,1
【陳鏞基腥風暴1】陳鏞基深夜陪喝辣妹　牽手散步回飯店,0
富王一天冒3粉專」 鄰爆：小老闆不想開了,1
影／高雄岡山回收場火警 多部廢棄車輛起火,1
日本緊急事態為期1個月　盼減少7成外出上班人數,1
是男生！長髮賊「偷遍洋酒行」 到案稱：沒變裝,1
共和黨丟失領先地位　參議院最終2席決選民主黨全拿,1
元旦連假前後 台東縣在景點全面消毒,1
打臉婦人做胚胎性別篩選　婦科名醫：被冷凍的女兒沒做錯什麼,1
紐機師新足跡遭公布？陳時：政風調查,1
【鴨寶新人生3】揪男友赴澳遊學斷離壞朋友　他用這點破除岳父偏見,1
去年前11月新登記工廠家數成長1.6倍 金屬製品業居首,1
想念瘋看球賽的青春！今年最紅20大SBL球員你最喜歡誰？,1
能否開外銷先例 沱江艦成指標,1
時令果乾、多肉植物當伴手禮！小草作、多肉年禮好清新,1
變種病毒讓英國變孤島 WHO喊話：還不到失控,1
防疫+保密… 白宮禁用視訊 拜登上任後面臨挑戰,1
得知姐妹淘何如芸思念愛子　王宇婕貼心陪過母親節,1
影／南一中成立全糖政黨 學生：建地下道是向雄中致敬,1
「這類型」福袋被指最地雷 網點頭：幹嘛花錢買別人垃圾,1
不爽就發文？公審世代下其實有著一群害怕面對面衝突的人,1
生物科學科能力競賽擠進全國前10名 張崴傑謝貴人相助,1
【國會大暴動】川粉闖會場身亡騷亂落幕！　美國重啟大選結果認證,0
計算失準！日本確診數打破AI預期 網友酸：Google手下留情,1
萌！《后翼棄兵》男星童年亮相　神片完整版台灣上映,1
護國神山台積電 寫下善化小鎮驚奇,1
蘋果2021哪些最令人期待？iPhone、服務、眼鏡入列,1
19歲男與國三女友發生性行為 認錯並賠償15萬元獲緩刑,1
50歲校長退休築夢 捏陶、蓋房子8年走出不一樣的路,1
一家4口南下參加婚禮包2千元 新娘批蹭飯：請再補4000,1
